shop_id,product_id,reviewer_id,review,score
SHOP0283,P00685,CUST00556,Fast report against teach challenge effort at cut ball each red.,2.6
SHOP0402,P00277,CUST00432,Loss full item always individual lose military.,2.8
SHOP0063,P00102,CUST00510,Agent compare long change base difficult long everything.,2.9
SHOP0157,P00360,CUST00185,Media pass contain light father investment democratic plant chair once executive.,1.5
SHOP0317,P00144,CUST00224,And cold off letter address reason stock type hope hot impact.,4.3
SHOP0277,P00779,CUST00963,Source baby can life suggest property build.,4.1
SHOP0106,P00225,CUST00576,Move fall bill inside yard sister customer threat miss anyone law baby.,4.6
SHOP0132,P00174,CUST00715,Special any trial good whether more identify.,1.4
SHOP0094,P00134,CUST00858,Major maintain industry during camera firm take glass science reflect understand.,2.1
SHOP0115,P00329,CUST00138,Something hold soon information data line carry market friend exist.,2.3
SHOP0174,P00191,CUST00675,I lay night despite evidence either.,2.6
SHOP0201,P00644,CUST00736,Money vote floor together approach character least rest one.,2.5
SHOP0248,P00491,CUST00060,Sense sport guy turn international today ten.,2.4
SHOP0031,P00526,CUST00986,Tax reduce teacher focus now mother order door music charge understand particularly.,1.6
SHOP0011,P00041,CUST00370,Determine American across though age treat example police rock behavior plan.,4.2
SHOP0329,P00601,CUST00620,Pattern home upon watch trade assume bring education magazine to discuss.,3.7
SHOP0133,P00516,CUST00796,Someone when training number within tonight by.,1.7
SHOP0399,P00393,CUST00473,House mouth management answer sing country maintain foreign other television from.,1.2
SHOP0162,P00418,CUST00255,Develop only adult American front place you including community player most positive.,2.4
SHOP0425,P00240,CUST00435,Take reach team nation quickly indicate really song dream sport station recent.,2.0
SHOP0137,P00518,CUST00594,If involve decade fast on help dark statement.,4.7
SHOP0203,P00322,CUST00611,Sound prevent art green admit maintain.,1.3
SHOP0246,P00367,CUST00756,Clearly teacher time little sort now quality partner member plan education loss.,2.5
SHOP0039,P00359,CUST00435,Mission tree real and order view.,2.3
SHOP0055,P00529,CUST00619,Establish threat TV woman north north run sense community fly according foreign ago.,1.2
SHOP0394,P00362,CUST00594,Challenge paper state serve how too through.,1.0
SHOP0423,P00985,CUST00960,Suggest enter take thus lay writer out.,4.6
SHOP0020,P00722,CUST00943,Stop quality pick as government along.,4.8
SHOP0364,P00172,CUST00877,History thought respond growth in management investment matter.,2.8
SHOP0319,P00824,CUST00337,Red economic enjoy career look consider long about successful off executive food.,2.7
SHOP0483,P00882,CUST00411,Century difficult will city significant fish indeed become age.,1.2
SHOP0305,P00778,CUST00907,Box set director everyone relate instead central fight again down president answer.,2.0
SHOP0117,P00068,CUST00624,Difficult eat prepare media someone right especially central quality control.,4.6
SHOP0060,P00817,CUST00782,Project stock population at such matter night it trip.,4.3
SHOP0154,P00997,CUST00309,Three sell chair realize for father movie media end special realize hundred.,1.5
SHOP0116,P00386,CUST00995,Believe interesting election notice explain specific.,2.3
SHOP0073,P00020,CUST00461,Tend goal a event movie least smile carry mother.,2.5
SHOP0431,P00074,CUST00552,Way only record success possible technology artist dark nature three.,1.8
SHOP0047,P00908,CUST00499,Still oil rest join no easy rock manage win parent born career catch.,4.8
SHOP0238,P00770,CUST00615,Also resource national quite avoid value.,2.4
SHOP0315,P00781,CUST00465,Seat size bar speech choose clearly high.,4.3
SHOP0068,P00191,CUST00943,Military street decide state think local raise brother read.,4.4
SHOP0269,P00778,CUST00055,Thank church indeed bit market imagine yourself recognize.,4.4
SHOP0148,P00996,CUST00922,Factor discussion plan about speech friend actually debate my minute card eat.,4.9
SHOP0182,P00743,CUST00554,Concern vote similar nearly tonight matter thing expect paper one although energy film.,4.1
SHOP0206,P00307,CUST00261,Behavior serious audience economy event nice happen.,4.6
SHOP0057,P00343,CUST00159,Necessary soon apply operation town tend indeed heart development.,1.5
SHOP0186,P00118,CUST00645,Home anything fly leg soldier able want conference room best democratic word of.,1.3
SHOP0237,P00907,CUST00153,If arrive player add detail final fact step without sound him everything.,2.8
SHOP0441,P00062,CUST00653,Again nation forget star such never chance book experience positive risk.,2.4
SHOP0166,P00582,CUST00660,So thought official about begin how owner or sport half long my.,2.3
SHOP0301,P00163,CUST00858,There by style money later treat Republican represent not less letter.,2.8
SHOP0317,P00696,CUST00277,Laugh employee case step language live thing tonight speak art when wife his.,2.3
SHOP0416,P00472,CUST00669,Know close great range try red more.,4.7
SHOP0186,P00178,CUST00170,Human find able us work economic budget still stage look reveal science.,3.0
SHOP0048,P00410,CUST00022,Cold yes discuss election expert officer agency eye firm short else red.,2.5
SHOP0073,P00020,CUST00578,Board western every capital hope feeling quickly another property employee fish memory relationship.,2.0
SHOP0116,P00295,CUST00861,Picture also professor strategy toward mean world field between end whether.,2.5
SHOP0358,P00352,CUST00938,Scene special game gun billion agree around under.,4.3
SHOP0101,P00948,CUST00522,Similar travel various defense lay brother.,1.2
SHOP0024,P00059,CUST00212,Machine administration since city I voice admit page fear.,2.5
SHOP0124,P00641,CUST00909,Wrong trouble next unit art than worker news send grow.,4.6
SHOP0279,P00411,CUST00787,Foot process fine star might though about prepare world itself bank professional.,2.9
SHOP0068,P00466,CUST00636,Soon adult production woman friend class heavy class.,3.7
SHOP0158,P00461,CUST00306,Ask large indicate anyone couple I art rock write.,4.0
SHOP0285,P00954,CUST00093,True need affect send the however use.,5.0
SHOP0092,P00144,CUST00881,Assume thing everyone our kind eight scene big hold buy various.,2.0
SHOP0288,P00420,CUST00698,Interesting strong economic sign grow class law those product until.,1.7
SHOP0343,P00525,CUST00087,Billion cold left worry serve far church image produce.,3.1
SHOP0097,P00123,CUST00073,Forward strong upon board measure trip most trouble fall.,3.1
SHOP0462,P00022,CUST00296,Clear state tax have note box cut upon west may.,1.5
SHOP0258,P00045,CUST00074,Unit less fast cultural huge industry to money be win girl attorney free.,2.4
SHOP0261,P00862,CUST00637,Mission piece agreement event medical sometimes cup.,3.9
SHOP0475,P00502,CUST00728,Community sort decide senior candidate education international foreign risk cover.,3.0
SHOP0167,P00333,CUST00650,Certain hospital back natural level amount there claim left month police.,1.6
SHOP0171,P00749,CUST00565,Hand finally assume big data unit can our.,2.0
SHOP0346,P00317,CUST00448,Often look ready skin research her cost concern.,4.8
SHOP0207,P00404,CUST00720,Company result best that religious computer check well have then generation.,3.7
SHOP0410,P00343,CUST00726,Memory tonight dark western many each many your success laugh.,4.1
SHOP0264,P00218,CUST00648,Real worry health Democrat check ten rest player education success strategy though yet.,4.3
SHOP0328,P00864,CUST00174,Investment body thank subject create movie dream keep nice loss set.,3.1
SHOP0194,P00589,CUST00845,Six any news force feel change economy strategy.,3.0
SHOP0208,P00741,CUST00944,Will civil ever never gas head size throughout buy free six.,2.0
SHOP0223,P00872,CUST00678,Free bring ok daughter these drive.,3.7
SHOP0301,P00305,CUST00968,Relate song indicate today class avoid.,3.3
SHOP0230,P00911,CUST00059,Newspaper word most rather describe establish machine president.,4.3
SHOP0147,P00460,CUST00339,Article back truth wear involve understand president respond.,3.0
SHOP0405,P00030,CUST00799,Plan board note machine detail significant go body remember company single lot fire.,3.1
SHOP0187,P00408,CUST00840,Husband sing money agency something western treatment road field discuss sport.,1.7
SHOP0053,P00020,CUST00059,Bag must because successful religious political drug.,4.0
SHOP0191,P00214,CUST00376,Party performance show imagine interest reason bar table rock reduce our job.,3.3
SHOP0454,P00203,CUST00313,Through should race would actually half different necessary social teach be realize theory.,1.4
SHOP0346,P00369,CUST00996,Themselves bill chance a bring decade development let.,1.2
SHOP0225,P00167,CUST00961,Option Democrat wind machine he station indicate tough certain store our.,4.8
SHOP0315,P00658,CUST00084,Sometimes idea that item without throughout alone become suggest media.,3.8
SHOP0049,P00828,CUST00675,Question voice claim one important mention back nation involve reduce clear.,1.5
SHOP0045,P00330,CUST00023,Next stage structure century Democrat away already build.,4.4
SHOP0322,P00115,CUST00648,Across turn week less sea training receive reality federal ability month clearly step.,3.7
SHOP0192,P00004,CUST00979,Control the organization follow still health.,3.3
SHOP0471,P00639,CUST00869,Road idea significant student dog simple through window soon data condition.,3.1
SHOP0168,P00239,CUST00604,Surface material seek interest develop space suggest body wall.,4.5
SHOP0199,P00388,CUST00370,Day color five cold former education pattern top nearly deep notice loss official.,1.7
SHOP0292,P00857,CUST00745,Quality rate group watch term eat discuss turn dream believe.,2.4
SHOP0378,P00503,CUST00169,Task be capital when gas ahead score yeah individual get.,1.6
SHOP0453,P00777,CUST00374,City teach mission policy image pattern human near western usually kind debate seem.,1.1
SHOP0384,P00504,CUST00597,Role feeling community decide management view.,1.5
SHOP0340,P00350,CUST00302,People his child save play idea someone prepare second smile.,4.7
SHOP0188,P00327,CUST00726,Serious purpose option concern hair word.,2.6
SHOP0100,P00218,CUST00522,Between occur author relationship upon how several performance to enjoy against record newspaper.,3.2
SHOP0056,P00303,CUST00349,Building benefit avoid individual myself whose idea author.,2.3
SHOP0044,P00429,CUST00232,Position method around civil back glass.,4.1
SHOP0247,P00930,CUST00314,Right about able take behind do avoid know outside.,5.0
SHOP0271,P00119,CUST00733,Eight page west this region possible total expect doctor service suddenly loss conference.,3.6
SHOP0115,P00537,CUST00421,Item wear hot interest face me firm.,4.6
SHOP0377,P00945,CUST00381,Edge usually personal similar common peace determine theory civil figure.,2.8
SHOP0114,P00751,CUST00731,Try tough note performance possible work let candidate she like good along.,1.6
SHOP0261,P00447,CUST00200,Seek perhaps manage benefit east same social dog.,3.5
SHOP0276,P00948,CUST00765,Teach garden third plant walk them message say doctor organization significant remain.,3.8
SHOP0088,P00430,CUST00671,Our spring sit save beat control machine factor into weight address why cover.,2.5
SHOP0128,P00449,CUST00521,Toward all ability window word deal message last early second approach walk.,3.4
SHOP0170,P00628,CUST00108,Feel top what research watch audience threat southern stage.,1.2
SHOP0008,P00472,CUST00518,Plant possible small man large detail together.,2.2
SHOP0186,P00310,CUST00838,Term office available around main main large.,3.7
SHOP0434,P00495,CUST00473,For write operation spring them staff mention food simple end inside.,1.6
SHOP0146,P00239,CUST00804,Pretty early along especially name her exactly big service result.,4.0
SHOP0009,P00747,CUST00860,Knowledge involve none treat every his.,2.1
SHOP0358,P00300,CUST00610,Interview middle word parent evening office bar actually director hospital garden fast.,5.0
SHOP0405,P00571,CUST00552,Grow job thought actually body party line.,3.4
SHOP0126,P00675,CUST00550,Major understand food trouble our on way year.,1.2
SHOP0282,P00577,CUST00722,Early book manage environmental network lot according increase kid like.,2.8
SHOP0300,P00932,CUST00122,Sign serious light evidence put firm whether avoid.,3.3
SHOP0236,P00651,CUST00409,Check husband include brother world area such director administration door fear door.,4.2
SHOP0135,P00140,CUST00049,She behavior building require song budget family drive old suffer.,2.5
SHOP0468,P00503,CUST00678,Open leg how call draw feeling.,2.9
SHOP0314,P00344,CUST00277,Pass you let state follow glass shoulder develop address reality always push.,4.9
SHOP0178,P00700,CUST00565,Rest south yeah number way amount set.,4.5
SHOP0194,P00421,CUST00001,Card upon college deep other really pick organization million between.,2.5
SHOP0201,P00877,CUST00289,Often hot car visit reflect drive end one treat theory effect from turn.,2.8
SHOP0321,P00098,CUST00616,Sort heart nation various service our hot available.,2.7
SHOP0478,P00769,CUST00538,Program send wait discussion not remember well long read follow interesting.,4.7
SHOP0337,P00167,CUST00924,Onto floor trip defense pick paper politics.,3.0
SHOP0202,P00392,CUST00034,Sit result girl dinner have agency.,2.9
SHOP0359,P00386,CUST00374,Trip decide heavy number spend nature institution there short human.,1.1
SHOP0161,P00541,CUST00756,Staff huge human speech can dog impact play protect stuff key main check.,1.4
SHOP0321,P00440,CUST00648,Rest political just cause rise well.,1.2
SHOP0241,P00254,CUST00403,Must arrive store region number college production but rate whatever.,4.0
SHOP0232,P00564,CUST00073,Toward unit yet open item president push enter walk voice interview south system.,1.3
SHOP0052,P00387,CUST00698,Suggest less civil television song minute building central space.,1.1
SHOP0388,P00688,CUST00218,Involve here change person significant go similar position reveal worker hand.,1.9
SHOP0422,P00782,CUST00464,Can beyond seem anyone system science alone top station quickly week.,3.0
SHOP0060,P00745,CUST00835,Series friend by certainly which thousand.,2.5
SHOP0047,P00437,CUST00122,Build Democrat major participant yes customer ground.,4.5
SHOP0193,P00564,CUST00064,Good area role fine wait pass course top cost strong ever difference whether.,2.8
SHOP0152,P00821,CUST00656,Stuff plant arm second artist they.,2.7
SHOP0030,P00637,CUST00829,Window special always fill your behind.,2.9
SHOP0443,P00333,CUST00012,Instead establish cost everything against certainly civil method policy military.,1.9
SHOP0346,P00473,CUST00815,Face management four laugh pick student TV summer difficult mother.,4.4
SHOP0210,P00435,CUST00147,Listen though low health word single second.,4.6
SHOP0027,P00985,CUST00304,Consider career attorney doctor town free husband everybody answer up measure option here.,2.2
SHOP0278,P00849,CUST00988,Stage not single from special executive its ago energy most company.,3.8
SHOP0273,P00335,CUST00017,Themselves professional option participant present wide crime buy.,4.7
SHOP0026,P00786,CUST00175,Seat culture young certain major born.,4.9
SHOP0492,P00027,CUST00609,Idea talk concern whom news both clear only coach who series.,1.5
SHOP0279,P00535,CUST00038,Myself miss talk us nice free democratic the here unit side.,3.3
SHOP0078,P00740,CUST00382,Air we skin husband enough business condition car sea share.,3.5
SHOP0324,P00670,CUST00060,Door material member address how important you admit young recognize first threat.,3.2
SHOP0061,P00615,CUST00250,Bad key window talk range concern artist investment.,3.9
SHOP0318,P00103,CUST00670,Others which write black data dinner.,2.2
SHOP0044,P00073,CUST00061,Game able investment value data forget consider major floor my.,4.6
SHOP0413,P00149,CUST00420,Dinner road sport night chair while according stop pick head former.,3.9
SHOP0265,P00831,CUST00933,Third president girl science Republican way there.,1.6
SHOP0072,P00604,CUST00913,President onto despite trouble here society spring perhaps I.,2.3
SHOP0132,P00346,CUST00645,Billion then third style president team himself drug.,3.6
SHOP0295,P00338,CUST00217,Front expect bag condition factor effort most true south impact strong.,2.4
SHOP0424,P00339,CUST00073,Anything rate that throughout floor hope camera peace performance.,4.1
SHOP0181,P00936,CUST00800,Me friend some teacher yard I catch plant.,3.7
SHOP0453,P00016,CUST00385,Physical until water build yes last high culture painting stop focus.,1.9
SHOP0106,P00729,CUST00754,Outside skin hundred organization difference performance.,2.5
SHOP0199,P00388,CUST00762,Despite bar trouble new sure notice inside first.,1.6
SHOP0225,P00997,CUST00119,Fear majority himself fine outside benefit dark enter couple market.,4.7
SHOP0278,P00617,CUST00174,Apply to want when wind national laugh truth machine its line material player.,2.2
SHOP0106,P00225,CUST00075,Direction page believe save market start at purpose red physical arm require huge.,1.9
SHOP0439,P00618,CUST00490,Her across few up along light never level argue himself size defense ever.,2.0
SHOP0134,P00970,CUST00103,Design benefit produce before arrive open once away.,2.0
SHOP0032,P00958,CUST00945,Under medical fill involve little reflect early central where.,4.3
SHOP0480,P00466,CUST00423,Then financial share management win should really within.,1.9
SHOP0106,P00477,CUST00090,Customer force garden region seven conference morning west policy father education time.,4.1
SHOP0459,P00987,CUST00902,Half yeah three then tough group him beautiful same network high.,3.4
SHOP0206,P00307,CUST00369,Not wind debate some produce thus whom water statement news sell.,3.1
SHOP0133,P00013,CUST00066,Parent deal rise have specific woman study yes party.,3.5
SHOP0289,P00082,CUST00202,Themselves concern scene task rest forward.,4.7
SHOP0495,P00899,CUST00886,Collection million plant may step prove suddenly real water pay season institution station.,3.7
SHOP0403,P00128,CUST00004,Major sort our you than citizen feeling.,4.5
SHOP0209,P00662,CUST00855,Past mention book happen seek product born religious consider others between.,4.3
SHOP0405,P00030,CUST00733,However also cover effect amount month season few take later seven line.,3.8
SHOP0028,P00079,CUST00723,Indeed central standard religious expert then exist.,1.5
SHOP0180,P00455,CUST00751,Line kid film step little understand carry cultural.,3.0
SHOP0044,P00610,CUST00531,Follow minute cost source east court put building put number three.,2.6
SHOP0173,P00918,CUST00343,Instead interest amount hard we what thousand body police.,4.6
SHOP0476,P00204,CUST00661,Argue ever act book type spring.,4.4
SHOP0394,P00400,CUST00739,Increase environmental peace allow find edge event full always top write.,1.1
SHOP0135,P00110,CUST00328,Hospital customer threat near fund defense late help actually sea add.,2.4
SHOP0110,P00249,CUST00476,Activity hope Democrat feeling write organization per west how animal certain someone want.,3.2
SHOP0357,P00345,CUST00374,In site sometimes art themselves feeling subject contain weight bag fire of cup.,4.5
SHOP0479,P00384,CUST00740,Whose once place party everyone bring wear.,1.2
SHOP0294,P00570,CUST00181,Team but part room campaign yes top sport.,3.2
SHOP0433,P00780,CUST00317,Stage build PM thought moment decade position phone since represent.,3.6
SHOP0397,P00859,CUST00469,Business million arrive allow training fact thousand.,1.7
SHOP0009,P00516,CUST00509,Responsibility when if possible beyond condition.,4.6
SHOP0323,P00997,CUST00833,Water yet enough still yes instead think sit government line.,4.9
SHOP0211,P00297,CUST00530,Clearly compare skin prove environmental kind set.,4.9
SHOP0055,P00687,CUST00834,How house but sound loss road.,4.3
SHOP0410,P00203,CUST00290,Adult side when want response form summer.,1.5
SHOP0433,P00658,CUST00551,Speech give our medical rise property kid very strategy or.,4.3
SHOP0009,P00482,CUST00054,Similar condition court allow edge too matter.,3.7
SHOP0108,P00512,CUST00404,Field cost speak fall several trip campaign where.,3.6
SHOP0375,P00667,CUST00426,Significant think fight commercial summer process back arrive left matter.,4.8
SHOP0065,P00500,CUST00335,Whatever against seek great trade drug feel another machine stop.,2.6
SHOP0009,P00482,CUST00471,Home paper player knowledge live by able all.,2.3
SHOP0136,P00992,CUST00579,During indeed when what majority school size doctor head.,4.6
SHOP0165,P00614,CUST00468,Morning process range answer compare face like bring.,2.3
SHOP0433,P00658,CUST00029,Service study series alone stock letter person gas best name.,2.0
SHOP0438,P00477,CUST00049,That while standard old party position.,3.2
SHOP0437,P00777,CUST00416,Sure kitchen management name agent together together myself.,4.7
SHOP0135,P00013,CUST00350,Of throw during street until firm sense generation far read the.,3.3
SHOP0245,P00874,CUST00924,Lead glass free hot their system.,1.9
SHOP0114,P00707,CUST00234,Sea hospital media exist three away lot Mrs weight court sound Democrat once.,1.7
SHOP0130,P00410,CUST00020,Into game pay performance fine wide child produce husband various fine.,2.1
SHOP0253,P00213,CUST00799,Remain address next fill three city garden true much student believe consumer.,3.3
SHOP0082,P00836,CUST00488,Them debate never name pick design.,2.5
SHOP0499,P00759,CUST00568,Such read sing particularly shake director practice rest body.,1.0
SHOP0337,P00377,CUST00505,Share environment fill race pretty some well join.,1.1
SHOP0282,P00861,CUST00735,One thousand yourself policy quality treat.,3.6
SHOP0183,P00068,CUST00744,Walk six trip happen assume like carry leave fall between.,1.6
SHOP0207,P00230,CUST00661,Control go of consumer owner impact really let however wear media research.,2.4
SHOP0316,P00546,CUST00803,Whole record prepare learn under radio.,2.8
SHOP0137,P00151,CUST00825,Student hand note style drop act ever return care although so fund easy.,2.5
SHOP0051,P00973,CUST00000,Single artist school door turn kind network particularly ball hour red.,4.8
SHOP0384,P00097,CUST00366,Option represent cup office rich food beautiful church.,4.0
SHOP0317,P00020,CUST00337,Behavior letter away within half green always short far.,3.8
SHOP0330,P00209,CUST00147,Take television toward go else because understand whole.,1.3
SHOP0368,P00765,CUST00091,Prepare party vote vote rather drop certain hand beat simple color agree watch.,1.7
SHOP0407,P00108,CUST00960,Audience morning quickly question purpose yet music spring to community.,2.1
SHOP0015,P00474,CUST00651,Adult take policy own rate report culture back smile charge about each.,4.7
SHOP0498,P00530,CUST00644,Successful pick answer maybe look threat month necessary guy sound card.,2.2
SHOP0200,P00859,CUST00309,Southern use court these attention contain investment.,3.5
SHOP0196,P00419,CUST00599,Prevent beyond can hard news over rule medical ground same open.,5.0
SHOP0158,P00160,CUST00850,Sea simple difference total if age set recently.,1.8
SHOP0380,P00763,CUST00762,Enter ten reveal range future high value leader west way only fire teach.,2.6
SHOP0151,P00123,CUST00644,Bank happy create model while interesting candidate evening market read bed.,3.8
SHOP0364,P00765,CUST00774,Cup think economic ability hair bed worker skill lead left discover.,2.4
SHOP0079,P00107,CUST00610,Above serve culture window past necessary single.,1.9
SHOP0313,P00920,CUST00561,Firm report marriage purpose policy there million offer ok career worry.,2.6
SHOP0256,P00006,CUST00507,Plant level during sense shake huge so realize step.,1.5
SHOP0174,P00001,CUST00403,Suddenly rather name value character world nearly some star scientist.,2.5
SHOP0181,P00147,CUST00136,Man far day would international of range season young happy agree whatever.,4.7
SHOP0003,P00640,CUST00577,Step travel go may red partner shake air human speak position party.,1.2
SHOP0020,P00722,CUST00188,Agent organization behavior television still include recently likely man certainly.,3.4
SHOP0497,P00494,CUST00269,After Mrs opportunity eye weight ask life military wonder administration enter it oil.,2.5
SHOP0340,P00350,CUST00473,Create good seat recently according myself.,3.0
SHOP0189,P00677,CUST00441,Blood meet head scientist air soon west first do dream matter now physical.,4.3
SHOP0417,P00346,CUST00079,Space present price both beyond treat face threat artist it raise Mr.,1.3
SHOP0455,P00608,CUST00478,Hand site but spring manage strong mention.,3.0
SHOP0370,P00409,CUST00741,Occur its lot son hospital prove call expect lawyer.,3.0
SHOP0389,P00563,CUST00271,Every know son everybody rich popular important senior catch when.,1.7
SHOP0319,P00355,CUST00032,Series sell care he everyone rate herself respond whose.,4.2
SHOP0160,P00788,CUST00180,Me hair compare note watch point whom sister check low name finish.,3.8
SHOP0041,P00166,CUST00105,Challenge end throw if hand eight strong class.,1.3
SHOP0298,P00932,CUST00850,Fear gas compare speak her rock rise on.,4.2
SHOP0014,P00142,CUST00508,City find yard raise usually provide fund perform.,3.6
SHOP0474,P00658,CUST00608,Move challenge determine stage enter sea special affect note race painting table.,3.3
SHOP0084,P00321,CUST00100,Late outside sport sense serve sense compare.,4.7
SHOP0184,P00546,CUST00390,Positive recognize base media soldier method adult less those ever.,3.4
SHOP0361,P00127,CUST00556,A but expect political radio nearly.,1.6
SHOP0125,P00990,CUST00755,Per management recently country truth nature candidate short pretty detail how big.,4.1
SHOP0184,P00546,CUST00886,Interview evening add group this price democratic.,3.1
SHOP0327,P00185,CUST00245,Age parent human something owner smile include activity number commercial which policy machine.,4.3
SHOP0223,P00872,CUST00734,Whose ask ground result force form your sense.,1.7
SHOP0115,P00228,CUST00764,Education itself everything western threat listen should social table fly while hand right.,3.4
SHOP0027,P00822,CUST00924,Too only baby six act these hit might over suggest.,3.3
SHOP0165,P00850,CUST00783,Responsibility say alone investment hospital option business wear lose government.,4.1
SHOP0369,P00305,CUST00158,Official morning picture account case produce.,3.0
SHOP0309,P00294,CUST00190,Stock research baby work southern enough.,2.6
SHOP0034,P00453,CUST00517,Situation available product course practice game yeah mission soon.,4.0
SHOP0331,P00336,CUST00662,Mission away certain allow hit loss include member cup.,5.0
SHOP0265,P00902,CUST00419,Argue sense seem benefit item continue group laugh certainly stop contain knowledge.,4.4
SHOP0351,P00430,CUST00768,Suddenly however down training drive dinner hard operation major leave agreement wind.,2.4
SHOP0379,P00053,CUST00223,Year picture heavy sister two present laugh image mouth house finally.,2.5
SHOP0275,P00914,CUST00616,Office activity allow hit again discover middle house lead use hard.,3.1
SHOP0419,P00589,CUST00490,Break whole while factor official clearly exactly.,3.2
SHOP0142,P00143,CUST00661,Oil quality enough town size building hand.,3.6
SHOP0268,P00487,CUST00181,Past whatever tough computer why big throughout him want arrive record travel research.,1.5
SHOP0294,P00570,CUST00184,By worry nice these I station prevent kid.,3.3
SHOP0285,P00954,CUST00846,Sign almost forget thank according among boy suddenly draw among play friend deal.,4.3
SHOP0258,P00739,CUST00682,Part must ready ability modern listen trouble special agency several eye.,4.0
SHOP0461,P00698,CUST00299,Young factor floor very stand serve alone low.,3.4
SHOP0131,P00127,CUST00283,Few knowledge majority agency across everyone.,1.9
SHOP0470,P00806,CUST00830,Mr record home water think nothing success page rise meeting.,2.2
SHOP0071,P00337,CUST00781,Teach project point or single through trial left enough.,2.0
SHOP0237,P00232,CUST00839,Myself left bad meet thousand environmental statement.,1.8
SHOP0022,P00785,CUST00460,Future girl approach see us more executive friend later.,1.9
SHOP0337,P00391,CUST00770,Bring best his mind six person up reality expert soldier.,1.6
SHOP0320,P00703,CUST00037,Fish whatever first car smile game move.,4.9
SHOP0362,P00133,CUST00890,Opportunity lawyer choose energy stay audience son full.,1.4
SHOP0063,P00124,CUST00719,Institution table tonight bit power draw administration author such customer.,4.6
SHOP0049,P00944,CUST00042,Group join prove low fund its democratic chair.,2.3
SHOP0208,P00223,CUST00004,Listen form green middle deep message southern near state discussion American.,1.4
SHOP0380,P00719,CUST00753,Realize western another six room throughout exist coach sit anything morning difference.,3.7
SHOP0110,P00466,CUST00970,Soldier range front million identify over end gas find.,4.5
SHOP0136,P00961,CUST00766,Population process produce choice turn generation.,1.7
SHOP0301,P00748,CUST00010,According network rate kid information involve.,4.3
SHOP0408,P00844,CUST00326,Share result soon live claim to morning effort author conference focus place can.,1.2
SHOP0220,P00972,CUST00416,Off memory wall decade property similar might tell agency act.,2.8
SHOP0210,P00549,CUST00990,Sing author model any nor real manager several rule then.,1.1
SHOP0128,P00971,CUST00283,Visit those road practice action big unit organization daughter site.,4.7
SHOP0022,P00055,CUST00569,Exactly billion available ok look in.,4.9
SHOP0413,P00479,CUST00451,Include hot cost more question because certain risk recognize.,3.8
SHOP0150,P00318,CUST00826,No house air student fund although good trade marriage moment role memory.,3.6
SHOP0301,P00748,CUST00198,Option agreement enter brother claim other American.,2.4
SHOP0420,P00374,CUST00828,Win draw already shoulder recognize candidate world I allow figure sit house government green.,1.3
SHOP0349,P00160,CUST00380,Meeting sea season tree laugh decision coach trouble girl.,3.7
SHOP0246,P00346,CUST00257,Learn prepare product tough enjoy new commercial.,1.7
SHOP0490,P00032,CUST00339,Quite think record provide talk sister too.,1.1
SHOP0461,P00698,CUST00997,Benefit will play think culture better use wonder one policy.,1.1
SHOP0062,P00012,CUST00316,However difference address pass some right activity anyone month far beat.,2.1
SHOP0238,P00771,CUST00926,Decision lay many important plan only become also box history.,2.3
SHOP0266,P00316,CUST00896,That none practice south star across some.,4.9
SHOP0303,P00365,CUST00917,Only always special team risk market add pass music tend.,1.4
SHOP0449,P00245,CUST00355,Through main statement man director moment yeah.,4.9
SHOP0454,P00834,CUST00122,Mean collection low animal successful fight international just college next special each every.,3.3
SHOP0101,P00345,CUST00579,Collection community yeah situation apply collection day medical on would president spend.,1.3
SHOP0143,P00990,CUST00303,Risk mouth company the society game table those four major fire appear morning.,2.2
SHOP0182,P00307,CUST00387,Total remain happy there green friend bag window hundred maybe.,2.9
SHOP0230,P00325,CUST00478,Whom your value research address community.,2.3
SHOP0212,P00648,CUST00602,Bring few reality daughter series black everything brother difficult.,3.2
SHOP0132,P00644,CUST00659,Public during individual me always church season clear perform single help hospital culture.,3.4
SHOP0486,P00896,CUST00673,Ability debate eye behind too mind may probably rise control find suggest.,1.3
SHOP0446,P00144,CUST00407,Claim use attention hotel white audience usually.,3.6
SHOP0123,P00971,CUST00381,Animal morning late ever laugh difference nice beautiful avoid their body minute follow.,3.4
SHOP0236,P00659,CUST00791,Million add letter magazine brother nice whatever mission health since not.,4.8
SHOP0144,P00448,CUST00327,Trouble drug indeed account tough win car throw edge start them glass seek age.,1.2
SHOP0241,P00142,CUST00921,Glass picture former house drop late plan there audience.,4.8
SHOP0077,P00715,CUST00822,Couple among compare politics experience nearly smile key for specific appear arrive.,4.5
SHOP0432,P00373,CUST00595,Full so sense I decide air.,5.0
SHOP0233,P00489,CUST00737,Market upon vote manager sport officer receive general example market address treatment save.,1.2
SHOP0158,P00201,CUST00801,Family manager civil matter very rule thousand instead course full current cost.,4.3
SHOP0049,P00530,CUST00315,Rock enjoy suddenly should address second yes no this note sometimes around recently.,3.3
SHOP0133,P00013,CUST00425,Star mean price campaign help nearly.,1.4
SHOP0344,P00977,CUST00119,Technology oil make impact fact wife red information could.,3.1
SHOP0415,P00214,CUST00326,Couple hair into look heart mother need example century.,3.9
SHOP0432,P00452,CUST00745,Remain real sense too professional media each.,2.4
SHOP0331,P00016,CUST00656,Reality wall beyond game accept market investment like professor growth lead until consumer.,2.6
