s_id,p_id,value,currency,stock,score
SHOP0479,P00592,553.87,TRY,173,4.7
SHOP0457,P00375,265.06,USD,492,2.6
SHOP0064,P00944,345.06,EUR,379,3.8
SHOP0172,P00700,363.49,GBP,149,2.4
SHOP0368,P00043,323.33,GBP,164,2.2
SHOP0025,P00033,470.13,TRY,269,3.4
SHOP0289,P00062,826.11,GBP,33,2.1
SHOP0475,P00502,786.5,TRY,175,0.5
SHOP0139,P00522,543.33,TRY,228,0.3
SHOP0024,P00796,437.3,USD,477,2.8
SHOP0265,P00831,147.9,EUR,241,4.2
SHOP0275,P00247,283.75,USD,134,4.2
SHOP0173,P00001,538.06,USD,115,4.0
SHOP0418,P00344,340.96,USD,296,0.3
SHOP0473,P00803,281.76,GBP,165,5.0
SHOP0128,P00825,494.33,GBP,174,4.9
SHOP0324,P00482,241.71,TRY,110,2.2
SHOP0151,P00692,665.17,EUR,263,1.1
SHOP0399,P00726,298.03,EUR,82,2.7
SHOP0376,P00549,149.28,TRY,39,0.5
SHOP0448,P00132,842.27,TRY,441,0.8
SHOP0378,P00344,615.5,EUR,242,5.0
SHOP0361,P00997,961.35,TRY,7,1.2
SHOP0234,P00383,386.83,USD,119,2.9
SHOP0163,P00680,493.59,EUR,214,0.0
SHOP0294,P00957,665.02,EUR,278,3.1
SHOP0497,P00494,79.01,TRY,366,3.9
SHOP0484,P00586,365.95,TRY,109,0.1
SHOP0072,P00205,894.68,USD,179,1.7
SHOP0314,P00344,294.91,USD,357,3.7
SHOP0452,P00667,732.13,TRY,221,0.4
SHOP0282,P00002,438.17,USD,271,0.8
SHOP0019,P00386,893.26,GBP,311,1.0
SHOP0162,P00418,999.01,TRY,347,4.0
SHOP0260,P00895,851.04,USD,4,3.8
SHOP0016,P00744,768.26,GBP,372,4.9
SHOP0007,P00823,930.53,GBP,470,3.1
SHOP0007,P00028,828.52,GBP,458,2.3
SHOP0351,P00115,352.56,USD,60,1.4
SHOP0176,P00308,510.71,TRY,109,1.8
SHOP0008,P00683,566.71,EUR,221,3.3
SHOP0468,P00140,443.5,USD,437,5.0
SHOP0174,P00265,766.23,GBP,141,3.8
SHOP0471,P00638,865.17,EUR,285,2.9
SHOP0008,P00141,174.34,GBP,432,4.4
SHOP0238,P00542,604.65,GBP,216,2.8
SHOP0257,P00024,91.94,TRY,5,4.1
SHOP0145,P00483,340.63,EUR,293,3.2
SHOP0485,P00595,228.66,EUR,409,1.6
SHOP0053,P00114,260.92,USD,116,1.2
SHOP0389,P00487,530.62,USD,113,4.4
SHOP0433,P00116,367.98,TRY,489,2.7
SHOP0409,P00534,614.45,TRY,427,3.9
SHOP0441,P00967,116.28,GBP,140,1.9
SHOP0105,P00621,412.99,USD,244,3.8
SHOP0161,P00810,834.76,USD,277,1.4
SHOP0144,P00386,512.55,USD,271,3.1
SHOP0024,P00671,471.61,USD,319,2.7
SHOP0358,P00756,533.8,TRY,333,2.0
SHOP0485,P00109,387.97,GBP,353,3.5
SHOP0481,P00203,613.06,EUR,397,1.4
SHOP0074,P00292,551.48,TRY,222,3.6
SHOP0484,P00314,57.47,TRY,84,0.4
SHOP0212,P00284,355.41,USD,305,3.0
SHOP0188,P00327,710.88,GBP,73,4.6
SHOP0127,P00252,358.49,USD,155,1.3
SHOP0460,P00289,467.15,USD,72,1.7
SHOP0210,P00666,744.85,TRY,77,2.9
SHOP0242,P00739,439.68,EUR,206,2.8
SHOP0184,P00690,644.31,TRY,196,0.5
SHOP0499,P00995,954.49,USD,236,4.6
SHOP0118,P00146,571.08,USD,164,2.3
SHOP0076,P00143,174.69,TRY,165,1.0
SHOP0394,P00290,925.65,USD,378,0.4
SHOP0019,P00135,242.79,EUR,140,1.4
SHOP0240,P00717,987.7,GBP,173,4.9
SHOP0339,P00732,828.12,TRY,12,4.1
SHOP0313,P00905,288.03,GBP,211,0.6
SHOP0104,P00472,263.26,TRY,33,2.8
SHOP0264,P00586,998.14,USD,324,4.6
SHOP0208,P00763,360.95,USD,162,3.1
SHOP0087,P00931,391.26,TRY,157,3.3
SHOP0298,P00932,541.9,EUR,195,4.3
SHOP0124,P00503,348.4,USD,393,0.4
SHOP0300,P00637,166.4,USD,150,1.5
SHOP0348,P00672,355.02,GBP,496,3.0
SHOP0447,P00769,483.45,USD,416,2.4
SHOP0213,P00214,740.32,EUR,270,2.3
SHOP0154,P00082,434.05,USD,390,4.1
SHOP0164,P00086,333.95,TRY,197,2.5
SHOP0266,P00661,774.79,EUR,378,2.4
SHOP0403,P00332,580.6,USD,496,4.5
SHOP0347,P00422,177.51,GBP,257,4.4
SHOP0197,P00725,113.8,TRY,50,2.9
SHOP0036,P00536,737.98,TRY,408,4.7
SHOP0425,P00999,780.32,TRY,258,3.4
SHOP0047,P00292,286.13,GBP,208,0.9
SHOP0470,P00573,179.1,GBP,212,2.6
SHOP0005,P00892,641.42,EUR,330,1.4
SHOP0168,P00514,628.36,GBP,320,3.6
SHOP0454,P00421,396.16,GBP,390,1.7
SHOP0340,P00023,851.65,EUR,500,4.1
SHOP0352,P00701,65.93,USD,40,4.7
SHOP0275,P00013,120.71,USD,206,3.4
SHOP0388,P00599,347.94,TRY,486,4.6
SHOP0115,P00656,543.41,EUR,185,3.7
SHOP0096,P00896,71.47,GBP,104,3.4
SHOP0325,P00337,200.07,USD,231,4.1
SHOP0023,P00361,963.29,TRY,39,2.2
SHOP0045,P00376,38.0,USD,245,0.7
SHOP0390,P00658,165.68,EUR,241,3.1
SHOP0453,P00777,25.57,TRY,459,1.9
SHOP0281,P00498,633.22,EUR,239,4.4
SHOP0489,P00395,159.8,EUR,149,2.5
SHOP0067,P00832,921.73,TRY,171,2.7
SHOP0137,P00640,83.85,USD,449,2.3
SHOP0424,P00906,22.01,USD,450,0.1
SHOP0102,P00327,921.52,GBP,172,3.3
SHOP0483,P00633,200.48,TRY,458,4.4
SHOP0149,P00677,108.23,EUR,253,2.6
SHOP0386,P00565,306.83,EUR,477,4.5
SHOP0206,P00975,928.67,TRY,79,1.6
SHOP0360,P00765,766.38,EUR,314,1.1
SHOP0223,P00872,555.28,TRY,41,3.5
SHOP0068,P00964,247.37,GBP,424,0.9
SHOP0388,P00752,751.85,USD,268,3.6
SHOP0374,P00891,918.87,TRY,465,3.7
SHOP0097,P00713,791.01,EUR,36,4.5
SHOP0383,P00618,860.86,TRY,492,2.5
SHOP0414,P00095,540.16,EUR,214,2.4
SHOP0072,P00895,525.38,EUR,279,1.7
SHOP0456,P00429,370.25,EUR,144,3.6
SHOP0325,P00810,127.33,EUR,45,3.2
SHOP0226,P00548,194.53,USD,477,1.3
SHOP0155,P00040,48.32,USD,328,0.9
SHOP0277,P00371,921.18,USD,251,1.5
SHOP0112,P00455,671.3,EUR,149,1.9
SHOP0220,P00018,200.75,EUR,24,3.3
SHOP0172,P00261,745.31,GBP,290,2.2
SHOP0360,P00116,949.4,EUR,360,0.5
SHOP0132,P00911,470.16,TRY,122,3.4
SHOP0410,P00326,28.95,EUR,208,0.8
SHOP0116,P00489,664.08,GBP,89,0.2
SHOP0478,P00063,760.36,USD,53,0.1
SHOP0317,P00452,853.28,GBP,34,2.2
SHOP0137,P00151,948.91,GBP,494,4.8
SHOP0134,P00474,587.31,EUR,374,0.7
SHOP0001,P00626,106.78,TRY,199,2.4
SHOP0146,P00422,394.23,GBP,442,3.0
SHOP0325,P00107,904.42,EUR,358,5.0
SHOP0430,P00091,116.61,GBP,223,2.6
SHOP0178,P00700,99.67,USD,328,1.9
SHOP0222,P00856,397.81,TRY,7,0.9
SHOP0392,P00786,489.4,TRY,130,4.9
SHOP0295,P00097,313.34,GBP,113,0.4
SHOP0393,P00700,516.75,EUR,488,2.6
SHOP0333,P00266,493.77,EUR,129,2.7
SHOP0270,P00725,113.43,TRY,144,2.0
SHOP0080,P00899,65.3,USD,55,1.3
SHOP0343,P00683,714.62,GBP,332,3.1
SHOP0435,P00129,382.8,USD,85,0.2
SHOP0461,P00948,51.04,GBP,447,4.1
SHOP0267,P00549,968.08,GBP,92,2.8
SHOP0276,P00860,570.96,USD,312,0.9
SHOP0410,P00343,338.31,EUR,46,1.0
SHOP0397,P00262,645.62,GBP,23,0.5
SHOP0459,P00434,14.47,GBP,13,3.1
SHOP0435,P00566,392.03,EUR,26,4.4
SHOP0389,P00686,872.19,EUR,203,3.2
SHOP0248,P00463,855.34,GBP,173,0.2
SHOP0219,P00284,103.36,TRY,285,4.6
SHOP0354,P00388,919.02,TRY,252,0.4
SHOP0206,P00997,766.51,TRY,409,3.0
SHOP0347,P00863,188.61,TRY,226,3.1
SHOP0132,P00943,575.3,EUR,139,1.3
SHOP0016,P00449,13.52,USD,383,4.6
SHOP0081,P00640,256.14,EUR,417,4.6
SHOP0331,P00336,856.22,EUR,154,0.0
SHOP0403,P00128,258.0,TRY,376,2.1
SHOP0431,P00610,285.44,GBP,394,1.8
SHOP0257,P00377,22.2,TRY,149,2.2
SHOP0360,P00502,939.27,USD,468,0.6
SHOP0006,P00322,624.26,EUR,374,2.8
SHOP0227,P00812,309.39,EUR,59,2.5
SHOP0117,P00326,580.42,USD,436,2.4
SHOP0103,P00532,418.79,GBP,266,3.3
SHOP0190,P00101,151.48,EUR,339,2.2
SHOP0324,P00351,411.92,USD,277,1.7
SHOP0037,P00155,171.74,TRY,108,2.2
SHOP0180,P00547,618.14,EUR,174,4.7
SHOP0371,P00990,414.0,TRY,43,4.6
SHOP0176,P00532,768.37,USD,213,3.2
SHOP0285,P00265,190.56,TRY,175,4.7
SHOP0346,P00441,913.26,USD,466,1.1
SHOP0116,P00781,550.62,USD,360,2.7
SHOP0161,P00594,525.89,GBP,70,3.6
SHOP0093,P00792,925.51,USD,146,1.1
SHOP0310,P00227,100.25,EUR,372,4.4
SHOP0267,P00883,135.3,GBP,433,4.3
SHOP0355,P00843,226.81,TRY,74,0.8
SHOP0380,P00719,733.35,GBP,2,1.8
SHOP0188,P00372,207.98,EUR,243,2.5
SHOP0290,P00084,713.63,USD,193,2.7
SHOP0228,P00369,78.39,TRY,134,0.9
SHOP0172,P00358,946.69,GBP,296,3.7
SHOP0124,P00641,223.92,USD,186,4.9
SHOP0342,P00144,806.71,TRY,295,3.3
SHOP0083,P00742,168.91,EUR,91,3.6
SHOP0350,P00045,50.4,GBP,323,3.9
SHOP0357,P00321,10.24,TRY,56,1.9
SHOP0128,P00150,243.18,GBP,371,2.0
SHOP0388,P00547,727.77,GBP,416,0.7
SHOP0162,P00389,595.24,TRY,134,3.0
SHOP0043,P00638,78.55,EUR,20,3.8
SHOP0126,P00844,204.58,TRY,369,1.9
SHOP0346,P00213,889.28,EUR,201,0.7
SHOP0222,P00741,518.69,TRY,139,4.3
SHOP0110,P00063,714.05,GBP,461,3.1
SHOP0067,P00261,422.35,EUR,340,1.6
SHOP0115,P00431,358.61,USD,220,4.9
SHOP0031,P00526,898.33,GBP,476,3.9
SHOP0495,P00818,299.37,EUR,314,0.4
SHOP0057,P00343,661.22,TRY,323,3.1
SHOP0208,P00223,361.14,TRY,363,4.2
SHOP0137,P00483,828.72,USD,80,3.9
SHOP0252,P00479,934.68,EUR,150,0.0
SHOP0213,P00369,940.5,USD,252,2.3
SHOP0441,P00009,996.38,USD,415,0.9
SHOP0101,P00506,467.03,TRY,97,4.3
SHOP0410,P00310,337.89,USD,228,2.3
SHOP0035,P00420,489.12,USD,77,0.5
SHOP0360,P00569,234.36,GBP,365,4.1
SHOP0446,P00004,67.34,TRY,429,4.7
SHOP0076,P00580,131.61,EUR,307,2.4
SHOP0390,P00200,620.08,GBP,199,4.2
SHOP0396,P00556,405.45,USD,97,1.8
SHOP0168,P00193,719.92,EUR,418,2.5
SHOP0009,P00941,986.87,EUR,193,2.2
SHOP0263,P00449,200.59,USD,231,3.1
SHOP0192,P00588,828.47,USD,97,3.2
SHOP0147,P00214,908.74,EUR,102,4.9
SHOP0136,P00197,171.28,USD,393,2.2
SHOP0370,P00174,979.33,TRY,413,2.5
SHOP0228,P00331,739.68,USD,248,1.3
SHOP0480,P00232,271.88,EUR,146,1.9
SHOP0499,P00348,616.26,TRY,355,3.2
SHOP0058,P00578,60.64,GBP,57,1.3
SHOP0495,P00248,142.33,EUR,423,3.4
SHOP0459,P00730,15.78,GBP,178,2.5
SHOP0263,P00192,402.02,USD,470,0.1
SHOP0153,P00150,322.81,TRY,116,4.2
SHOP0483,P00164,534.84,TRY,464,1.6
SHOP0292,P00857,877.45,USD,251,0.6
SHOP0287,P00018,369.14,GBP,261,4.5
SHOP0305,P00063,250.29,TRY,382,1.3
SHOP0217,P00994,746.15,EUR,368,4.4
SHOP0167,P00812,903.17,GBP,6,2.5
SHOP0009,P00747,392.66,GBP,313,0.4
SHOP0063,P00579,645.8,EUR,141,2.4
SHOP0422,P00330,592.27,USD,407,0.9
SHOP0341,P00370,817.28,USD,86,4.5
SHOP0152,P00785,478.87,EUR,198,3.8
SHOP0480,P00966,785.48,EUR,491,1.3
SHOP0475,P00075,757.95,USD,162,2.9
SHOP0490,P00590,995.63,GBP,438,4.7
SHOP0158,P00556,388.66,USD,287,4.9
SHOP0082,P00127,173.34,EUR,67,3.3
SHOP0301,P00748,477.33,USD,231,0.8
SHOP0422,P00929,8.85,TRY,111,3.6
SHOP0451,P00753,917.33,USD,64,1.6
SHOP0487,P00867,310.11,EUR,112,2.5
SHOP0318,P00975,827.29,GBP,47,4.5
SHOP0405,P00732,683.35,USD,111,3.8
SHOP0394,P00509,893.5,TRY,175,2.8
SHOP0123,P00682,276.64,EUR,302,0.7
SHOP0232,P00937,78.1,TRY,463,3.1
SHOP0189,P00677,24.22,EUR,352,3.9
SHOP0022,P00036,813.06,USD,145,1.8
SHOP0082,P00841,462.18,GBP,214,3.8
SHOP0381,P00998,19.27,GBP,330,4.0
SHOP0420,P00268,818.06,EUR,305,2.5
SHOP0349,P00690,582.43,USD,198,3.3
SHOP0475,P00506,119.23,TRY,273,4.6
SHOP0459,P00773,825.91,EUR,53,3.1
SHOP0194,P00619,711.97,USD,384,2.4
SHOP0114,P00707,842.9,TRY,193,0.1
SHOP0460,P00068,967.07,GBP,469,3.8
SHOP0228,P00099,664.2,GBP,394,2.0
SHOP0053,P00571,813.28,TRY,367,3.3
SHOP0384,P00186,714.52,EUR,22,1.9
SHOP0322,P00314,775.4,GBP,226,3.9
SHOP0186,P00102,859.9,TRY,458,4.0
SHOP0058,P00460,232.95,GBP,398,3.9
SHOP0315,P00776,71.27,GBP,318,1.6
SHOP0400,P00639,908.25,USD,240,4.5
SHOP0028,P00494,878.8,GBP,198,1.8
SHOP0051,P00233,971.85,EUR,96,2.4
SHOP0258,P00783,53.82,EUR,136,1.0
SHOP0438,P00195,468.96,USD,425,2.1
SHOP0044,P00429,406.64,GBP,194,0.5
SHOP0254,P00303,922.58,USD,77,3.4
SHOP0017,P00133,433.95,USD,56,0.0
SHOP0104,P00688,786.74,USD,262,3.0
SHOP0259,P00375,322.89,TRY,400,0.6
SHOP0077,P00191,787.78,USD,450,2.9
SHOP0286,P00338,167.99,TRY,321,2.7
SHOP0384,P00270,251.38,TRY,325,1.4
SHOP0190,P00504,588.2,USD,322,1.3
SHOP0070,P00572,862.83,EUR,238,2.9
SHOP0297,P00450,483.48,EUR,113,2.8
SHOP0265,P00150,527.54,TRY,138,1.8
SHOP0356,P00935,716.78,GBP,195,1.5
SHOP0459,P00289,593.79,GBP,176,4.1
SHOP0277,P00044,149.52,EUR,114,1.5
SHOP0231,P00088,871.71,TRY,34,3.6
SHOP0283,P00319,230.13,TRY,255,3.9
SHOP0319,P00597,893.01,USD,500,2.3
SHOP0359,P00105,58.54,EUR,170,4.1
SHOP0132,P00991,734.4,GBP,206,4.5
SHOP0224,P00204,145.59,USD,104,5.0
SHOP0144,P00836,329.2,GBP,104,2.3
SHOP0371,P00041,639.42,GBP,336,4.1
SHOP0241,P00292,992.19,EUR,223,4.2
SHOP0184,P00743,128.69,GBP,279,1.6
SHOP0008,P00511,305.76,TRY,405,0.4
SHOP0466,P00107,972.39,USD,408,3.6
SHOP0104,P00685,408.65,TRY,147,4.1
SHOP0119,P00466,10.39,GBP,343,1.5
SHOP0073,P00234,411.55,GBP,196,1.4
SHOP0232,P00564,721.15,GBP,418,0.0
SHOP0365,P00125,517.28,TRY,244,3.4
SHOP0065,P00493,480.61,USD,160,3.8
SHOP0168,P00242,456.31,GBP,60,1.8
SHOP0030,P00174,943.3,USD,386,3.8
SHOP0463,P00804,95.66,GBP,331,1.3
SHOP0264,P00514,486.08,GBP,136,4.3
SHOP0456,P00117,376.53,USD,278,3.6
SHOP0388,P00397,435.73,USD,42,3.6
SHOP0030,P00569,410.96,EUR,383,2.7
SHOP0112,P00563,741.31,USD,483,4.0
SHOP0022,P00930,921.72,USD,27,2.9
SHOP0294,P00388,529.97,GBP,264,3.9
SHOP0047,P00441,991.2,GBP,7,4.2
SHOP0263,P00396,486.34,GBP,69,2.2
SHOP0216,P00342,293.14,USD,234,2.5
SHOP0065,P00811,233.42,TRY,239,1.7
SHOP0271,P00119,335.13,GBP,76,0.8
SHOP0439,P00183,552.76,EUR,6,3.9
SHOP0124,P00284,535.1,GBP,322,3.2
SHOP0033,P00054,175.1,USD,102,2.1
SHOP0028,P00228,111.59,EUR,26,2.3
SHOP0303,P00074,502.07,EUR,35,3.8
SHOP0206,P00373,230.5,USD,468,0.4
SHOP0488,P00333,238.11,USD,354,2.8
SHOP0214,P00023,43.97,USD,228,0.7
SHOP0089,P00806,910.27,GBP,266,1.8
SHOP0201,P00877,771.39,EUR,417,4.2
SHOP0098,P00447,248.51,GBP,310,0.1
SHOP0439,P00042,456.41,USD,278,0.7
SHOP0336,P00218,418.85,EUR,145,2.3
SHOP0289,P00134,313.08,USD,278,0.7
SHOP0097,P00123,472.93,USD,105,0.9
SHOP0358,P00746,799.55,GBP,200,1.2
SHOP0172,P00688,324.78,GBP,427,2.5
SHOP0101,P00083,193.73,USD,317,4.0
SHOP0358,P00552,388.06,USD,119,0.7
SHOP0007,P00804,360.1,EUR,465,1.6
SHOP0234,P00944,134.86,EUR,327,4.3
SHOP0120,P00399,89.99,EUR,90,3.3
SHOP0246,P00367,873.72,GBP,74,0.9
SHOP0403,P00206,693.69,EUR,30,2.0
SHOP0493,P00551,900.63,USD,419,0.3
SHOP0155,P00112,430.2,TRY,4,5.0
SHOP0200,P00230,249.28,TRY,379,4.1
SHOP0007,P00207,19.71,GBP,472,1.2
SHOP0476,P00292,700.0,TRY,45,1.3
SHOP0418,P00017,37.85,GBP,35,0.4
SHOP0469,P00908,28.21,USD,438,3.1
SHOP0101,P00009,375.67,USD,470,0.7
SHOP0352,P00750,847.96,EUR,230,3.8
SHOP0485,P00616,114.53,EUR,2,2.7
SHOP0487,P00612,149.61,TRY,463,4.0
SHOP0450,P00981,446.33,USD,378,1.0
SHOP0172,P00691,658.32,TRY,363,2.7
SHOP0262,P00470,119.83,EUR,25,3.9
SHOP0475,P00265,953.88,GBP,48,2.8
SHOP0468,P00208,610.67,USD,11,0.8
SHOP0145,P00085,553.11,GBP,8,0.5
SHOP0126,P00498,250.79,TRY,151,3.0
SHOP0236,P00419,175.33,USD,410,2.5
SHOP0037,P00511,863.44,USD,10,1.8
SHOP0075,P00942,941.92,EUR,175,0.6
SHOP0228,P00539,804.67,USD,417,4.6
SHOP0467,P00385,858.31,EUR,126,3.0
SHOP0121,P00894,518.17,TRY,248,1.9
SHOP0327,P00521,748.84,GBP,120,2.3
SHOP0376,P00027,215.62,TRY,459,3.2
SHOP0493,P00446,620.58,USD,146,0.1
SHOP0032,P00958,377.99,TRY,172,3.6
SHOP0418,P00404,632.21,EUR,469,1.0
SHOP0427,P00419,711.56,USD,171,0.9
SHOP0411,P00861,103.5,USD,366,1.3
SHOP0099,P00086,361.93,GBP,215,0.8
SHOP0324,P00042,848.66,TRY,425,2.4
SHOP0285,P00112,443.54,GBP,147,4.6
SHOP0486,P00932,221.57,USD,300,4.8
SHOP0026,P00684,866.39,TRY,41,4.6
SHOP0232,P00224,669.59,TRY,61,3.1
SHOP0470,P00834,372.64,TRY,190,2.5
SHOP0394,P00164,250.6,USD,106,3.9
SHOP0196,P00072,127.01,TRY,463,1.1
SHOP0269,P00516,824.35,USD,350,1.8
SHOP0150,P00525,552.19,GBP,488,4.1
SHOP0192,P00568,585.16,TRY,336,2.2
SHOP0120,P00432,566.04,GBP,110,4.5
SHOP0410,P00190,29.27,EUR,374,2.7
SHOP0241,P00981,419.84,USD,311,4.4
SHOP0364,P00886,431.73,TRY,327,2.7
SHOP0439,P00716,725.92,GBP,497,4.4
SHOP0443,P00292,760.46,GBP,480,1.0
SHOP0172,P00380,459.04,TRY,358,3.1
SHOP0266,P00130,648.14,TRY,87,2.4
SHOP0064,P00623,310.16,USD,403,0.3
SHOP0077,P00428,579.36,USD,290,1.0
SHOP0069,P00690,557.85,GBP,6,4.3
SHOP0446,P00311,662.62,EUR,30,4.8
SHOP0373,P00376,308.17,USD,409,1.5
SHOP0262,P00658,240.67,GBP,486,1.0
SHOP0200,P00575,858.9,EUR,167,0.1
SHOP0282,P00793,8.87,TRY,230,0.1
SHOP0144,P00589,485.75,GBP,402,4.2
SHOP0239,P00317,147.89,EUR,14,3.7
SHOP0302,P00282,425.44,USD,393,4.2
SHOP0128,P00091,83.17,GBP,16,2.2
SHOP0248,P00491,145.92,GBP,31,2.5
SHOP0372,P00267,652.78,GBP,114,0.1
SHOP0193,P00137,238.54,USD,195,2.7
SHOP0490,P00512,911.76,GBP,294,3.7
SHOP0467,P00742,386.76,GBP,160,0.4
SHOP0244,P00210,518.71,USD,3,0.4
SHOP0492,P00844,52.93,USD,185,1.0
SHOP0283,P00494,761.08,EUR,61,3.4
SHOP0077,P00614,177.72,USD,266,0.4
SHOP0061,P00892,359.47,TRY,245,2.5
SHOP0102,P00037,22.17,USD,467,2.9
SHOP0141,P00671,846.65,TRY,164,3.2
SHOP0270,P00593,53.44,GBP,491,4.4
SHOP0424,P00210,476.59,GBP,373,4.7
SHOP0366,P00902,605.5,TRY,211,1.7
SHOP0231,P00235,489.58,TRY,178,2.6
SHOP0225,P00856,974.1,TRY,252,4.4
SHOP0299,P00805,155.78,USD,234,4.0
SHOP0359,P00628,152.98,USD,403,2.7
SHOP0239,P00438,246.56,GBP,95,1.6
SHOP0311,P00156,990.51,GBP,216,3.2
SHOP0000,P00353,352.01,TRY,499,3.1
SHOP0103,P00443,216.2,USD,15,1.0
SHOP0080,P00667,21.87,TRY,451,3.7
SHOP0494,P00086,414.92,TRY,394,3.5
SHOP0498,P00716,389.29,EUR,435,3.5
SHOP0132,P00194,826.35,USD,500,2.1
SHOP0129,P00099,205.35,USD,328,2.7
SHOP0408,P00436,884.95,USD,159,1.2
SHOP0123,P00851,115.99,USD,431,2.4
SHOP0348,P00396,371.8,USD,222,0.4
SHOP0386,P00827,718.24,EUR,41,3.6
SHOP0328,P00864,403.61,EUR,497,2.2
SHOP0150,P00273,491.76,GBP,50,0.9
SHOP0452,P00170,441.57,GBP,368,2.0
SHOP0421,P00165,67.7,GBP,118,1.9
SHOP0465,P00157,151.69,TRY,486,0.0
SHOP0225,P00232,489.6,GBP,195,3.7
SHOP0037,P00338,491.47,EUR,418,3.4
SHOP0241,P00226,398.48,GBP,159,3.2
SHOP0422,P00190,905.05,EUR,478,1.4
SHOP0341,P00873,246.46,EUR,423,2.0
SHOP0380,P00794,503.82,USD,69,4.8
SHOP0118,P00051,560.27,GBP,73,2.0
SHOP0466,P00699,9.05,TRY,226,1.9
SHOP0050,P00376,233.31,TRY,497,3.3
SHOP0404,P00886,93.99,TRY,130,1.4
SHOP0322,P00639,716.06,USD,348,4.2
SHOP0388,P00166,46.15,USD,410,1.6
SHOP0241,P00866,872.64,GBP,100,3.5
SHOP0163,P00918,928.53,TRY,178,3.1
SHOP0249,P00409,655.48,USD,125,4.3
SHOP0443,P00514,536.78,GBP,426,3.3
SHOP0217,P00005,849.34,GBP,74,0.9
SHOP0030,P00394,631.93,EUR,153,1.5
SHOP0037,P00566,791.16,USD,331,3.6
SHOP0311,P00979,732.13,TRY,199,3.5
SHOP0223,P00945,391.05,TRY,492,3.1
SHOP0169,P00961,211.89,GBP,252,3.0
SHOP0172,P00647,324.93,EUR,89,1.7
SHOP0092,P00811,259.87,TRY,296,4.3
SHOP0212,P00246,625.08,TRY,166,3.1
SHOP0093,P00272,200.12,GBP,463,2.8
SHOP0482,P00437,357.38,GBP,78,2.6
SHOP0440,P00295,907.07,TRY,262,4.1
SHOP0144,P00278,988.36,EUR,414,3.4
SHOP0275,P00218,290.42,USD,433,1.2
SHOP0046,P00468,340.96,EUR,474,5.0
SHOP0220,P00767,350.17,EUR,134,1.0
SHOP0361,P00409,384.85,USD,306,0.2
SHOP0339,P00691,94.58,TRY,301,3.3
SHOP0437,P00408,209.23,USD,281,0.4
SHOP0264,P00043,447.59,EUR,473,4.8
SHOP0439,P00502,250.82,TRY,50,0.9
SHOP0216,P00956,491.85,GBP,243,0.7
SHOP0219,P00439,233.09,USD,451,4.9
SHOP0156,P00966,215.92,EUR,262,1.3
SHOP0313,P00920,828.42,USD,205,0.8
SHOP0286,P00534,573.89,EUR,68,4.6
SHOP0468,P00767,835.68,GBP,324,1.1
SHOP0444,P00094,339.09,GBP,81,2.2
SHOP0011,P00266,124.22,TRY,182,4.8
SHOP0430,P00947,748.78,TRY,46,1.2
SHOP0371,P00110,291.43,GBP,442,0.7
SHOP0225,P00147,358.58,GBP,172,3.1
SHOP0156,P00473,660.91,GBP,304,4.1
SHOP0485,P00843,464.9,EUR,240,4.1
SHOP0237,P00251,695.56,TRY,289,0.5
SHOP0152,P00821,161.61,TRY,96,2.9
SHOP0106,P00607,979.41,EUR,442,4.9
SHOP0045,P00110,125.97,EUR,148,2.9
SHOP0026,P00341,469.66,TRY,140,1.5
SHOP0251,P00105,462.5,TRY,64,0.6
SHOP0282,P00536,293.09,EUR,195,0.1
SHOP0290,P00432,367.95,USD,325,3.8
SHOP0174,P00001,232.08,EUR,149,3.0
SHOP0091,P00090,525.08,EUR,450,1.3
SHOP0116,P00470,958.07,USD,352,1.4
SHOP0241,P00258,94.54,GBP,64,3.3
SHOP0324,P00670,111.46,TRY,353,1.8
SHOP0361,P00642,981.31,TRY,271,2.8
SHOP0298,P00817,715.9,EUR,227,0.5
SHOP0262,P00712,491.9,TRY,266,4.3
SHOP0135,P00447,747.92,EUR,92,3.0
SHOP0254,P00592,11.78,EUR,103,1.4
SHOP0452,P00816,265.6,EUR,456,3.7
SHOP0298,P00774,288.37,TRY,372,3.5
SHOP0459,P00700,130.67,USD,208,2.1
SHOP0027,P00734,324.25,EUR,257,3.6
SHOP0113,P00988,698.75,TRY,398,2.6
SHOP0468,P00306,442.39,EUR,233,1.1
SHOP0461,P00887,254.19,TRY,474,3.3
SHOP0255,P00723,269.43,USD,153,2.7
SHOP0110,P00197,105.69,TRY,20,1.8
SHOP0066,P00560,185.18,TRY,127,2.3
SHOP0458,P00759,600.23,GBP,177,3.0
SHOP0133,P00681,787.1,EUR,414,0.8
SHOP0470,P00934,708.36,TRY,422,0.3
SHOP0106,P00908,691.36,EUR,30,2.1
SHOP0281,P00997,480.69,TRY,491,4.3
SHOP0195,P00868,537.83,EUR,298,2.3
SHOP0077,P00840,464.71,TRY,270,0.3
SHOP0334,P00196,321.13,EUR,215,4.1
SHOP0468,P00634,427.15,GBP,499,3.1
SHOP0039,P00491,520.82,TRY,142,1.5
SHOP0007,P00277,46.7,TRY,219,4.5
SHOP0333,P00667,823.48,TRY,38,4.3
SHOP0345,P00455,853.0,TRY,499,0.3
SHOP0302,P00160,749.06,USD,338,1.2
SHOP0227,P00066,978.79,EUR,265,4.7
SHOP0233,P00585,162.97,GBP,208,1.7
