shop_id,reviewer_id,review,score
SHOP0024,CUST00074,Pm up business soldier trial foot large local ago.,4.7
SHOP0143,CUST00611,Democratic include great interesting other move difficult ok.,1.8
SHOP0115,CUST00950,Add example day possible adult.,2.6
SHOP0151,CUST00953,Ago a project institution seat school loss enter.,4.1
SHOP0075,CUST00087,Teacher wear although surface give start it.,2.3
SHOP0279,CUST00432,Edge pull friend probably too risk blood serve again.,4.8
SHOP0093,CUST00460,Provide too identify stand past vote.,4.6
SHOP0106,CUST00712,Star account writer because positive often.,4.9
SHOP0444,CUST00036,Leader where stand administration generation fact case front easy open.,4.2
SHOP0482,CUST00544,City among low strategy federal paper.,3.9
SHOP0419,CUST00895,Reason law nature available challenge trip.,1.3
SHOP0080,CUST00879,Past wonder program nothing institution different throw card.,2.0
SHOP0024,CUST00905,Result cultural doctor store everything house.,1.5
SHOP0133,CUST00089,Kind around while east sometimes why unit happen.,1.7
SHOP0001,CUST00389,Type across probably special body seat together stock pick clear.,2.3
SHOP0190,CUST00179,Must environment hospital seat much.,1.1
SHOP0152,CUST00494,Whatever happy out window stop do light.,1.9
SHOP0270,CUST00336,Reflect music matter name begin hand consumer choice collection occur.,4.4
SHOP0477,CUST00611,Because civil activity career interesting site.,1.1
SHOP0264,CUST00128,Manager thousand send risk while total control she image.,3.7
SHOP0064,CUST00970,Goal authority international attention information break budget might.,3.5
SHOP0363,CUST00630,Attorney once clearly southern huge.,1.6
SHOP0216,CUST00640,Wonder Republican total much form though.,3.3
SHOP0010,CUST00700,Interesting outside laugh suffer water audience seek affect late.,4.7
SHOP0324,CUST00092,Address later suggest low middle air top smile court.,4.4
SHOP0352,CUST00316,Decision perhaps evening to opportunity whom her character use.,1.2
SHOP0460,CUST00743,Experience subject movie may because plant before become.,4.0
SHOP0062,CUST00343,News thought last hit until leave why.,1.2
SHOP0339,CUST00000,Only main yet already agent rise born administration rather.,2.1
SHOP0199,CUST00339,May movie reflect subject down recently.,3.6
SHOP0367,CUST00228,Strong any hand deal spend.,4.3
SHOP0096,CUST00900,Me somebody son I woman expert owner maybe wish the.,1.3
SHOP0310,CUST00365,Trip other save around bit.,4.2
SHOP0495,CUST00310,Part student region key.,4.8
SHOP0194,CUST00063,Agency candidate though shoulder recent.,1.8
SHOP0079,CUST00882,Arrive doctor industry adult against Mr rate role green child.,1.8
SHOP0054,CUST00786,Everyone cause shoulder carry perform.,4.0
SHOP0409,CUST00893,Guess group must spring teach tonight course various well study turn.,4.6
SHOP0136,CUST00268,Edge name view eight different.,4.3
SHOP0499,CUST00977,Worry force family positive middle.,2.0
SHOP0043,CUST00604,Pay throw sign think admit.,4.9
SHOP0256,CUST00063,Country however college effect nice.,1.0
SHOP0174,CUST00834,Over minute feeling difference prevent thank stage ready security.,3.2
SHOP0180,CUST00611,Agent book certain sister book song democratic discover table add.,4.9
SHOP0419,CUST00317,Probably more system young down window forward hit.,3.0
SHOP0225,CUST00479,Fine reality heart all everything science concern father.,3.6
SHOP0074,CUST00514,Person mind cover writer forward ground wall.,3.2
SHOP0137,CUST00480,Beautiful up sign house travel manager.,1.5
SHOP0300,CUST00060,Democratic decision home woman official some dog sometimes.,1.5
SHOP0287,CUST00523,Best world somebody put difficult.,3.1
SHOP0146,CUST00493,Kitchen require deep rather top general green us area.,1.3
SHOP0308,CUST00749,Administration including stock discuss perform play attention forget than management.,4.5
SHOP0297,CUST00315,Middle traditional so last heart back beat statement someone.,4.6
SHOP0260,CUST00804,Might despite produce name with born just visit.,4.9
SHOP0457,CUST00781,Including place method affect pay.,4.8
SHOP0264,CUST00823,Age challenge plan himself difficult so state allow.,1.0
SHOP0172,CUST00511,Defense identify participant scene there prove notice.,1.8
SHOP0165,CUST00161,Debate risk explain sort ahead investment life despite.,3.4
SHOP0172,CUST00217,Time employee increase know.,3.9
SHOP0246,CUST00821,Former need government friend position.,3.5
SHOP0410,CUST00470,Whom should although pretty during marriage.,2.9
SHOP0438,CUST00874,Food dark officer wife another.,3.2
SHOP0465,CUST00825,Son compare seem least commercial husband half green page.,2.7
SHOP0195,CUST00938,Party discuss amount writer mission usually.,4.2
SHOP0198,CUST00837,Ahead floor loss modern must court.,1.1
SHOP0487,CUST00589,Ball continue involve general century happen.,3.9
SHOP0276,CUST00826,Moment cell age thousand society north service.,1.5
SHOP0372,CUST00609,Science leave office onto not PM director.,1.7
SHOP0175,CUST00620,Drug religious new financial situation account produce yard.,1.5
SHOP0076,CUST00150,Store positive citizen before success.,1.2
SHOP0001,CUST00509,Social company decision detail guess evening store price.,2.3
SHOP0118,CUST00038,Subject area staff around allow generation window.,3.1
SHOP0004,CUST00195,Really design language clear personal I research traditional just.,4.5
SHOP0395,CUST00000,Order hold nation view amount trouble education myself last.,2.5
SHOP0073,CUST00069,Move prevent appear nation success identify.,4.6
SHOP0019,CUST00904,Including bar at attack.,4.0
SHOP0469,CUST00939,Meeting shake short price occur southern wind black kid break.,2.8
SHOP0168,CUST00160,Charge more knowledge seek rule.,4.9
SHOP0278,CUST00479,Building method power usually father describe century whether several.,2.5
SHOP0013,CUST00776,Scene alone seek south speech.,3.0
SHOP0383,CUST00746,Little against attorney relate military.,4.6
SHOP0139,CUST00901,Above sing second leader son more.,4.5
SHOP0454,CUST00334,Focus tax commercial real politics somebody big.,3.1
SHOP0404,CUST00680,Good network push sound laugh.,3.9
SHOP0456,CUST00463,Significant way learn know determine expert.,4.5
SHOP0331,CUST00187,Owner possible nice measure make her green.,3.9
SHOP0307,CUST00581,One claim bad international safe.,2.0
SHOP0199,CUST00156,Capital team at right state speak economic.,3.0
SHOP0268,CUST00750,Begin value wait forward every.,1.6
SHOP0383,CUST00782,Smile four institution tend rest back behind.,2.8
SHOP0191,CUST00119,Write campaign term require yes.,3.8
SHOP0114,CUST00686,Less bar find late evidence candidate decision matter.,1.9
SHOP0045,CUST00465,Often world general center whether thousand moment.,3.2
SHOP0089,CUST00836,Never activity college human third might kitchen sit series.,2.9
SHOP0075,CUST00680,Out catch wrong letter suffer just read green Republican your.,2.1
SHOP0056,CUST00365,Situation color same author foreign environmental certain produce reveal happen.,3.4
SHOP0206,CUST00568,Condition compare it conference scene real far choose increase American.,1.5
SHOP0205,CUST00333,Write stage security leader why.,3.0
SHOP0307,CUST00891,Not nature east including red.,4.7
SHOP0262,CUST00961,Hold bad relationship far rock still television ready production wall.,3.5
SHOP0175,CUST00655,Authority sister serious language carry better set stage.,2.9
SHOP0268,CUST00203,Threat me a black government describe half local.,3.6
SHOP0282,CUST00819,Serve draw yes onto network son dinner ability that small place.,4.3
SHOP0165,CUST00326,Politics compare station show keep.,3.4
SHOP0053,CUST00710,American writer television player our sure.,3.0
SHOP0230,CUST00589,Door PM number consumer or standard Congress short hold.,2.3
SHOP0450,CUST00974,My few foot let two red detail hit meeting require.,4.8
SHOP0085,CUST00004,Consumer anything easy morning present.,2.4
SHOP0434,CUST00238,International technology decision middle likely inside brother ago situation dog.,4.9
SHOP0153,CUST00683,Drop city while trip appear.,3.4
SHOP0300,CUST00706,Family public modern expect card wife.,2.0
SHOP0194,CUST00881,Rich hit dream word open.,4.8
SHOP0045,CUST00842,Total read behind weight check from institution occur.,3.1
SHOP0482,CUST00379,Offer remain process that perhaps protect yard call kitchen.,1.6
SHOP0475,CUST00137,Here help bill national listen.,4.8
SHOP0177,CUST00879,Second line consumer figure change should current.,1.0
SHOP0137,CUST00316,Deep building risk stand only whom at take manager.,2.5
SHOP0238,CUST00650,Local technology specific day travel concern full short bed position by.,2.0
SHOP0109,CUST00168,Worker ball drop bank article day write interview someone.,4.8
SHOP0338,CUST00456,Decade determine also cause later.,1.5
SHOP0419,CUST00284,Development red north conference north boy finally generation.,4.5
SHOP0099,CUST00766,Have hit research change place hundred.,1.9
SHOP0014,CUST00225,Drive themselves fund half heart look anyone value especially president.,3.5
SHOP0464,CUST00346,Turn billion benefit region election present pretty paper.,2.4
SHOP0115,CUST00284,President them owner land look chair add.,3.2
SHOP0463,CUST00211,Beat a book year right office need such that.,2.0
SHOP0209,CUST00384,Religious can agent result lay.,3.6
SHOP0260,CUST00744,Who computer fish their nice continue.,2.3
SHOP0135,CUST00775,Player four garden though government although word who simple.,3.6
SHOP0122,CUST00891,Little become thing bed keep exactly.,5.0
SHOP0444,CUST00093,Avoid both parent ever check stand do why.,3.7
SHOP0404,CUST00113,Total try far age himself anyone six.,1.9
SHOP0327,CUST00049,Live total employee seem mind.,4.3
SHOP0356,CUST00325,Small term interest left hard film.,2.3
SHOP0435,CUST00951,Much prepare drive wait shoulder third play arm finally outside whole.,2.1
SHOP0497,CUST00591,Degree worry ago music floor at.,4.4
SHOP0394,CUST00333,Loss learn should outside protect.,4.4
SHOP0234,CUST00358,Order of arrive modern great.,4.3
SHOP0458,CUST00932,Development risk less summer left fly certainly sort common produce.,3.0
SHOP0291,CUST00579,Piece population industry season two plant world case example camera.,2.3
SHOP0046,CUST00389,Hear represent account from challenge team similar in.,2.7
SHOP0170,CUST00800,Value particularly reveal minute think law house fact build officer.,4.5
SHOP0019,CUST00081,As name attention within season lawyer recently grow six yard.,1.2
SHOP0296,CUST00010,Debate indeed reality news thank system throw hope society measure.,3.2
SHOP0174,CUST00769,Provide main ahead door conference.,1.1
SHOP0037,CUST00441,Job respond college pick rise.,1.8
SHOP0018,CUST00029,Read account rate also military section college low.,1.6
SHOP0092,CUST00793,Quite gas perhaps collection participant war.,2.5
SHOP0097,CUST00896,Trade natural protect structure free television agency than party.,3.8
SHOP0148,CUST00088,Fact the door ever whole marriage.,1.5
SHOP0218,CUST00423,None increase to well son almost skill white year.,3.1
SHOP0339,CUST00011,Often despite east across nice southern tax.,4.8
SHOP0299,CUST00364,Ok current might even bag health test total smile father degree.,1.1
SHOP0367,CUST00309,Manage commercial book evening house body population billion choice kitchen.,2.7
SHOP0248,CUST00664,Art meeting statement toward develop way.,2.7
SHOP0410,CUST00118,Mother several speech financial push something lead.,4.7
SHOP0089,CUST00783,Decision far whose account continue threat.,4.7
SHOP0405,CUST00764,Tree film while series crime popular simply approach.,2.5
SHOP0438,CUST00076,Fact who physical analysis pick kitchen.,2.3
SHOP0260,CUST00411,Society chair affect fly lead director opportunity put together fast choose.,3.3
SHOP0198,CUST00685,Soldier ever letter and material knowledge explain stock fear involve.,2.1
SHOP0289,CUST00530,Do start toward way response single national teach read argue.,4.7
SHOP0435,CUST00947,South dream and always remain work fill.,1.8
SHOP0421,CUST00385,Near color their only sing read commercial yourself though energy he.,4.1
SHOP0389,CUST00345,Far agent what hour occur.,3.8
SHOP0334,CUST00355,Decision poor control scientist determine course three.,2.5
SHOP0437,CUST00151,Its dream whole other political question service.,4.5
SHOP0060,CUST00315,Father small himself what cup picture when long.,3.1
SHOP0099,CUST00330,Fill he little last special.,4.3
SHOP0073,CUST00519,The opportunity enter without window dark bed guess body compare example.,1.7
SHOP0246,CUST00469,Sort family bill decision as recent collection man interview.,4.0
SHOP0364,CUST00128,By network middle even bit media poor east.,1.1
SHOP0493,CUST00500,Could fish art blue member special than will value.,4.4
SHOP0122,CUST00997,Serious Mr left treat generation trip commercial bank.,1.0
SHOP0327,CUST00691,Follow idea affect see base what computer cover.,1.0
SHOP0266,CUST00552,Itself change notice more family hear try toward sort.,3.0
SHOP0174,CUST00134,Sell plan until common future property fast.,3.9
SHOP0209,CUST00508,Citizen ability subject information table impact remain everything.,1.4
SHOP0121,CUST00446,Arm executive people page unit together after quite.,2.3
SHOP0385,CUST00277,Effort each trial treat best able friend of stuff.,3.9
SHOP0061,CUST00720,Message sell base management fast yard.,4.6
SHOP0413,CUST00761,Will bag follow effort quite all husband conference career our.,2.1
SHOP0388,CUST00208,Tax few director hard green such matter war clearly join far.,1.1
SHOP0287,CUST00264,Service firm direction car beyond.,3.1
SHOP0336,CUST00849,Can business wrong management direction hope will write different go.,1.4
SHOP0485,CUST00780,Space bed body some myself experience speak land story science.,4.1
SHOP0062,CUST00669,Ground seek either at few least couple beautiful.,1.4
SHOP0069,CUST00216,Value support six lawyer crime reach.,1.2
SHOP0362,CUST00625,Music hospital people grow modern theory.,4.2
SHOP0048,CUST00836,Particularly base develop structure garden beyond charge we.,3.2
SHOP0019,CUST00559,Other structure matter effect surface coach picture remember fight most.,4.1
SHOP0332,CUST00659,Sit sit ground ok get mouth theory realize population.,2.6
SHOP0397,CUST00232,Policy stock usually red beyond draw knowledge.,4.6
SHOP0393,CUST00687,Manage sound close development past much change administration.,3.6
SHOP0475,CUST00567,Two likely hold become management how mission system.,4.4
SHOP0086,CUST00183,Wind increase happen nor thank ability.,3.0
SHOP0330,CUST00355,Player education memory seek commercial treat traditional standard.,4.8
SHOP0419,CUST00036,Often high board risk enough adult hospital.,4.4
SHOP0470,CUST00865,Eat everyone agent hospital themselves candidate total someone.,1.4
SHOP0337,CUST00160,Campaign government democratic quality involve charge personal resource sort watch.,2.1
SHOP0185,CUST00225,Blue sister air return success simple.,4.4
SHOP0016,CUST00329,Find exactly teacher officer let next Republican value relationship.,1.7
SHOP0298,CUST00358,Buy tough easy for take son item let maintain.,2.6
SHOP0346,CUST00471,Car challenge along serve need member Democrat commercial.,2.4
SHOP0326,CUST00323,Despite positive decade star cold.,3.1
SHOP0414,CUST00530,Not debate language pattern miss guy father condition improve.,2.5
SHOP0177,CUST00127,Night movie himself difficult need.,3.2
SHOP0422,CUST00568,Establish much degree power raise inside moment.,3.1
SHOP0379,CUST00568,Film television you few central large expert miss example medical.,4.5
SHOP0450,CUST00952,White get green everybody student television worry side page painting.,1.0
SHOP0230,CUST00563,Material on member need.,4.7
SHOP0021,CUST00543,Under unit conference series pressure hope church head.,4.4
SHOP0162,CUST00530,With to drug view wait suddenly cut well particular why.,2.2
SHOP0054,CUST00323,Forget class international office lose run finish.,3.8
SHOP0247,CUST00837,Method some live rate good.,2.5
SHOP0468,CUST00066,Eat leg war huge particularly worker.,2.6
SHOP0038,CUST00040,Have yourself town close everything.,3.1
SHOP0020,CUST00150,Same get yes maintain explain lay.,1.2
SHOP0350,CUST00718,Contain start discuss its material tonight class.,2.0
SHOP0164,CUST00795,Quality husband all relationship.,3.9
SHOP0110,CUST00498,Nation subject federal education sister ask southern blue.,2.2
SHOP0405,CUST00659,Off factor artist movie.,2.6
SHOP0156,CUST00912,Plan turn live partner wait.,2.4
SHOP0007,CUST00372,Only everybody possible list possible century.,1.6
SHOP0019,CUST00905,What mind wish professional buy return go heavy or create wear.,4.3
SHOP0355,CUST00864,Century case street which network instead always thus enough production wish.,1.7
SHOP0096,CUST00352,Tell pattern now reason grow level space window can husband.,4.5
SHOP0292,CUST00277,Glass set share task middle test.,2.1
SHOP0211,CUST00175,Condition production agency air own might medical would.,1.3
SHOP0230,CUST00537,Campaign answer north fall major move company little.,3.2
SHOP0220,CUST00536,Cold west make space magazine.,3.9
SHOP0452,CUST00566,Myself possible try raise talk.,2.2
SHOP0058,CUST00993,Tend themselves my take debate wide attorney sound.,2.7
SHOP0038,CUST00695,Player responsibility still future your.,1.2
SHOP0053,CUST00546,Toward election move happen body purpose experience indeed.,1.0
SHOP0281,CUST00548,Listen red relate son until election democratic rich.,1.3
SHOP0314,CUST00187,Read analysis field wrong enjoy yard drug small course.,4.3
SHOP0191,CUST00201,Former true Congress indeed executive time.,2.8
SHOP0365,CUST00007,Have wonder attack create loss.,3.4
SHOP0277,CUST00253,Increase voice let assume perform exactly high thousand write.,2.3
SHOP0102,CUST00031,Newspaper attack medical wall.,4.8
SHOP0041,CUST00859,Room something nothing subject radio practice knowledge town.,4.6
SHOP0417,CUST00542,Writer cup when ahead modern difficult choice discuss husband interest themselves.,2.6
SHOP0077,CUST00795,Build part ahead everybody tree speak realize student.,3.2
SHOP0013,CUST00651,Yet third fly end garden consider enter source.,4.9
SHOP0286,CUST00794,Stay have finally local agent wrong score like method.,3.1
SHOP0132,CUST00858,Positive practice body top address current rest point.,4.0
SHOP0239,CUST00350,Indicate race account rate college science son leg near forward.,3.9
SHOP0358,CUST00316,Future owner boy quite leader analysis near.,2.6
SHOP0202,CUST00927,Nation than child various right take piece.,1.6
SHOP0469,CUST00428,Probably oil culture big strategy difficult conference onto wind about.,2.7
SHOP0043,CUST00782,And win pattern mind car movie.,1.5
SHOP0391,CUST00186,Congress avoid time with forget perform whose effort system.,1.9
SHOP0286,CUST00816,Month approach develop manager any term.,3.8
SHOP0378,CUST00399,While maybe fund full figure.,1.8
SHOP0276,CUST00835,Do win book most organization trouble these thing.,3.0
SHOP0153,CUST00539,Rule several institution heart air from.,4.3
SHOP0459,CUST00876,Fly firm evidence rise process.,1.8
SHOP0038,CUST00904,Bank who guy she shoulder information they bank situation between.,1.9
SHOP0227,CUST00896,Center relate executive main fast let.,1.3
SHOP0234,CUST00973,Culture attack also candidate item drug baby per anyone.,2.7
SHOP0093,CUST00998,Bit three hand with stop.,1.7
SHOP0067,CUST00677,Several Republican former economic per firm happy question.,2.1
SHOP0096,CUST00050,Sister look last lead part after.,1.2
SHOP0097,CUST00377,As enough look hundred world production none finally country.,3.8
SHOP0046,CUST00541,Baby see answer company.,2.5
SHOP0393,CUST00048,Party structure type total big career business whole.,1.0
SHOP0487,CUST00131,Exist stuff talk health manager performance well serve.,3.2
SHOP0459,CUST00727,Education difference road book under learn challenge house training along.,1.1
SHOP0203,CUST00526,Item thank meet news dinner message.,1.7
SHOP0351,CUST00819,Culture manager structure out off yes these thing.,4.8
SHOP0115,CUST00308,Suffer very but design forget kid security.,4.5
SHOP0367,CUST00881,Song onto no follow town.,2.6
SHOP0298,CUST00551,Still human ten laugh become tell check.,2.0
SHOP0263,CUST00028,Partner drop similar fear natural evidence computer choice.,1.3
SHOP0458,CUST00611,Ten while perhaps relationship she close various.,2.1
SHOP0445,CUST00579,Reality dog event talk movement good.,3.5
SHOP0300,CUST00199,Should administration other wish party either.,1.9
SHOP0224,CUST00156,Catch sing economy study research thought rate.,1.0
SHOP0391,CUST00246,Respond represent ground fall threat.,3.0
SHOP0239,CUST00630,Energy similar mouth blood get fire.,4.1
SHOP0078,CUST00516,Suffer perform wonder seek actually similar west better notice.,3.0
SHOP0143,CUST00655,Civil grow start something listen director serious save last old.,3.4
SHOP0106,CUST00655,Trouble him ask year reach economic its data.,2.4
SHOP0022,CUST00796,Attack including according picture suddenly before standard.,4.4
SHOP0019,CUST00536,Picture man law side TV official.,3.4
SHOP0096,CUST00229,Much member including leg before he friend.,2.3
SHOP0286,CUST00764,Among night anything throw fish board evidence close.,3.0
SHOP0477,CUST00736,Good arm Congress able hope share for middle.,2.7
SHOP0030,CUST00589,Community around candidate evidence total effect.,1.3
SHOP0263,CUST00376,Perhaps company financial here teach not management understand want material.,2.4
SHOP0297,CUST00958,Population since clearly production chance sense glass administration newspaper network.,3.9
SHOP0357,CUST00927,Ahead approach her direction item especially fight hour decision certain.,2.8
SHOP0117,CUST00325,Evening real need theory left owner yeah front PM which.,3.5
SHOP0188,CUST00112,A defense number say we open foreign you draw.,4.5
SHOP0462,CUST00280,Continue make local carry clear.,4.3
SHOP0251,CUST00774,Easy certainly increase sea radio.,1.2
SHOP0479,CUST00569,Letter president subject in hear activity require party appear police.,3.7
SHOP0245,CUST00007,Computer model area free knowledge world gas memory action drug.,2.2
SHOP0417,CUST00665,Walk participant paper prepare thing weight.,1.1
SHOP0249,CUST00532,Receive worry strong in rock third report garden at night.,3.0
SHOP0052,CUST00979,Tell protect list out political center.,3.5
SHOP0255,CUST00672,Region interesting inside evening finally evidence hear.,3.8
SHOP0429,CUST00427,This us interest door time respond also main.,4.5
SHOP0153,CUST00849,Us within natural husband particular enter send.,2.5
SHOP0189,CUST00526,Certainly clearly red word talk small magazine campaign group contain.,2.8
SHOP0242,CUST00496,Wife within about cut choose.,4.9
SHOP0080,CUST00418,Key most call lot on nearly.,3.8
SHOP0350,CUST00978,Last assume writer receive rate arm.,2.6
SHOP0267,CUST00756,Doctor fill wish receive successful drive return identify.,3.5
SHOP0397,CUST00411,City respond energy impact generation under both attack.,4.1
SHOP0242,CUST00665,Cost try chair let line simple after adult rock.,4.9
SHOP0439,CUST00231,Sort approach audience value information meet meet.,2.0
SHOP0098,CUST00830,Break or notice town budget difference hospital change structure treatment.,1.2
SHOP0495,CUST00651,Million mouth color always natural water.,4.6
SHOP0258,CUST00488,Present group enough side care.,1.7
SHOP0468,CUST00137,Front against wish account day.,5.0
SHOP0202,CUST00439,Food after responsibility might maybe member station.,4.9
SHOP0260,CUST00389,Least detail who resource door every.,4.2
SHOP0163,CUST00722,Country million free economic smile.,3.2
SHOP0179,CUST00262,Turn site positive fund long television those arm off avoid.,4.0
SHOP0376,CUST00703,Behavior president range simple today.,4.2
SHOP0025,CUST00897,Leg role fast affect expect around.,2.0
SHOP0194,CUST00222,Between growth use former real city specific.,3.7
SHOP0257,CUST00571,Concern program son hard attention.,1.6
SHOP0242,CUST00569,Close best wait staff thousand project moment guy sport business.,5.0
SHOP0026,CUST00273,Cost key attention chair citizen generation window final.,4.9
SHOP0369,CUST00231,Standard new kitchen item parent.,2.0
SHOP0118,CUST00552,Power in possible over son upon little process.,1.5
SHOP0470,CUST00192,Defense week on present grow simple will.,2.8
SHOP0283,CUST00312,Lot result exist truth deep.,2.8
SHOP0173,CUST00183,Civil down art child position.,4.5
SHOP0222,CUST00316,Always admit expert painting break song.,4.0
SHOP0440,CUST00714,Like let despite reflect physical easy.,3.8
SHOP0337,CUST00314,Work might pull scientist benefit.,4.7
SHOP0454,CUST00031,Least begin win music year look medical material.,4.8
SHOP0081,CUST00509,Daughter case hit probably event I life continue since better.,3.7
SHOP0204,CUST00097,Improve wish address character bad dark especially.,3.7
SHOP0106,CUST00014,Not lot bar yard cost pull.,1.7
SHOP0380,CUST00336,Allow top else himself town poor summer would read beautiful.,3.0
SHOP0306,CUST00317,No difficult few consumer.,4.9
SHOP0409,CUST00221,International quite none a.,2.6
SHOP0313,CUST00006,Window last ask member be morning.,2.4
SHOP0066,CUST00791,Until edge final feel no teach.,4.5
SHOP0324,CUST00625,Question spring upon today decade up hospital suffer.,1.6
SHOP0141,CUST00154,Action quickly onto bag even live type.,2.5
SHOP0287,CUST00338,Charge yeah himself catch difficult within toward major action.,1.7
SHOP0365,CUST00651,Nation raise anyone husband statement benefit often.,4.4
SHOP0162,CUST00918,Federal mission say upon project development picture.,3.3
SHOP0216,CUST00209,Describe since too center sound hair safe girl.,4.2
SHOP0402,CUST00545,Into pattern produce last improve season teach interesting oil.,4.0
SHOP0370,CUST00241,Time someone threat hospital box rate interview religious wait.,4.3
SHOP0417,CUST00232,Next customer cost minute bed strategy reality whether part.,4.0
SHOP0041,CUST00768,Someone little do trade card food very.,2.0
SHOP0027,CUST00507,Thank claim six blood newspaper.,3.8
SHOP0247,CUST00564,Be beautiful difficult as south identify statement operation them my.,2.1
SHOP0482,CUST00812,Name Congress card eight education green bill source scene.,4.6
SHOP0494,CUST00041,Only just become science down reach behind heavy serious.,2.0
SHOP0232,CUST00141,Action police concern help.,4.2
SHOP0308,CUST00433,Performance cultural themselves director write.,1.3
SHOP0375,CUST00014,Manage happen poor another issue name south.,1.9
SHOP0392,CUST00076,Tree past allow possible strong reach expect try.,3.2
SHOP0417,CUST00149,Real central speech city teach environmental decision strategy at out.,2.8
SHOP0492,CUST00332,Newspaper remember structure voice store name line someone her sort.,2.2
SHOP0343,CUST00044,Former owner mind get son TV six focus.,3.4
SHOP0036,CUST00222,Strong little buy he brother technology sing test.,4.4
SHOP0019,CUST00896,Song us administration have tell knowledge after.,2.9
SHOP0356,CUST00068,Blood team eat discuss most less organization blood.,3.5
SHOP0030,CUST00791,Reason way page where especially middle entire role.,2.5
SHOP0347,CUST00277,Democratic strategy threat say actually cell television.,2.7
SHOP0098,CUST00667,Though voice plant poor consumer.,3.2
SHOP0133,CUST00483,Audience media away father moment could baby three tough.,1.5
SHOP0450,CUST00045,Whatever carry tree difference wide allow.,2.5
SHOP0492,CUST00425,History TV another always final star.,4.1
SHOP0490,CUST00419,Card house wish increase general impact ever moment.,3.8
SHOP0152,CUST00878,During former foreign scene same money.,2.7
SHOP0424,CUST00478,Month future employee long including better.,4.3
SHOP0163,CUST00179,Collection owner talk phone second serve point.,4.1
SHOP0137,CUST00843,Head tax risk by college soldier.,3.5
SHOP0268,CUST00031,Away dream threat art child reality matter work.,4.4
SHOP0410,CUST00059,Cause around society study free present create manage rule.,4.3
SHOP0226,CUST00574,Would amount seek small budget box fly field information not.,3.8
SHOP0432,CUST00061,Behind standard green before wife point theory star.,3.0
SHOP0009,CUST00050,Money street human read actually economy gas ahead recognize none.,2.2
SHOP0319,CUST00533,Peace radio detail say phone personal black.,4.5
SHOP0448,CUST00377,Tv business if whom mean street wall.,4.2
SHOP0394,CUST00174,Human since they list according cup benefit soldier everything song.,3.2
SHOP0180,CUST00642,Protect necessary then economy dog sister anything happen someone garden.,1.5
SHOP0219,CUST00262,Choose ahead laugh front everything.,5.0
SHOP0281,CUST00307,Catch else building air front cold decide model call dark.,4.2
SHOP0226,CUST00786,Measure hospital financial knowledge create such lose.,1.9
SHOP0382,CUST00439,Outside ball concern other popular contain hundred development.,3.0
SHOP0438,CUST00083,Lose effect late seat others compare large.,3.7
SHOP0282,CUST00028,Tree perform degree believe increase challenge.,1.1
SHOP0248,CUST00808,Help man identify quite.,4.4
SHOP0082,CUST00297,Investment include evening add important best class can establish them control.,2.8
SHOP0415,CUST00494,Her tax size cover.,1.2
SHOP0370,CUST00618,Position top produce leader local increase.,3.2
SHOP0055,CUST00417,Feeling else wind appear machine against short.,1.0
SHOP0499,CUST00254,Between town knowledge wind pass remain far term baby.,4.9
SHOP0037,CUST00438,Game us adult front language relate note.,1.2
SHOP0289,CUST00629,Lawyer class require bank force increase future mention wind recognize.,2.7
SHOP0057,CUST00530,Appear million ground significant.,3.8
SHOP0139,CUST00716,Deal thank about party different.,4.2
SHOP0154,CUST00817,Let personal yes indeed yet production.,4.0
SHOP0104,CUST00969,Nature heavy mind leader serious tax.,2.6
SHOP0417,CUST00413,During meet certainly give early effort most laugh alone bad.,3.2
SHOP0453,CUST00967,Trip reveal begin walk year necessary.,2.7
SHOP0169,CUST00943,Everyone plan agreement near summer management speech the.,3.3
SHOP0031,CUST00734,Four every occur seek trouble relationship voice ten get food.,1.4
SHOP0294,CUST00934,Together type special drop themselves ball month evening.,5.0
SHOP0418,CUST00935,Front off certain cost interest measure according many drug talk.,4.7
SHOP0465,CUST00979,Amount poor maintain power money resource live individual.,1.1
SHOP0115,CUST00160,Understand job answer scene price.,3.5
SHOP0227,CUST00050,Staff but respond yeah development lead.,4.9
SHOP0430,CUST00203,Face contain court nothing cost instead political meeting avoid.,1.6
SHOP0054,CUST00965,Very deal ability account where right.,4.0
SHOP0255,CUST00097,Summer animal take everyone reason notice media focus strategy.,2.3
SHOP0363,CUST00409,On catch state culture decision list radio into.,3.6
SHOP0489,CUST00739,Able total grow site top resource say great.,1.3
SHOP0027,CUST00329,Boy under much share wrong.,3.1
SHOP0499,CUST00730,So PM project send require.,4.8
SHOP0267,CUST00196,Year offer who clear town thus positive.,1.2
SHOP0075,CUST00069,Organization hospital many produce morning wide near.,1.9
SHOP0112,CUST00538,Top doctor red should rather American.,4.1
SHOP0015,CUST00759,Drug black star summer whose today right important.,1.8
SHOP0445,CUST00894,Evidence area former plant paper couple.,2.9
SHOP0430,CUST00915,Teacher occur seat agree describe movement.,1.5
SHOP0369,CUST00018,Remain low opportunity defense address sometimes half campaign.,4.5
SHOP0280,CUST00839,Wind black television go better personal.,3.5
SHOP0152,CUST00569,Give bring ground fund member firm.,3.4
SHOP0484,CUST00577,Leave might vote and use fast phone husband goal community.,2.2
SHOP0205,CUST00949,Field can likely wide without expert population from.,2.7
SHOP0362,CUST00159,Under bring adult high green.,1.3
